isin,weight
US4642872000,28.093012593535686
US0378331005,2.8093012593535684
US88160R1014,2.8093012593535684
US023135BC96,2.8093012593535684
ES0178430E18,2.9217856817780854
US4642872422,28.093012593535686
DE0002635307,32.464285353089835
