isin,weight
NL0006294274,0.012876422974491455
SE0000872095,0.005689236170635307
US37940X1028,0.11377166654996847
IE0001827041,0.06383999769112667
KYG217651051,0.040277981084888566
JP3898400001,0.07269636151963542
SE0007871645,0.006785031554360141
SE0014781795,0.007741636002453946
AU000000S320,0.017731694612675788
FR0000125338,0.0526452299655259
AT0000743059,0.011977512807751384
US9892071054,0.04604182625559318
NZMELE0002S7,0.008500589264664654
FR0006174348,0.01483446395582635
CH0360674466,0.005901982586024044
NL0012059018,0.0158372036601638
JP3452000007,0.010592980698266955
JP3219000001,0.003764510060719996
US9694571004,0.05235636076146338
US5797802064,0.039833214902936544
FR0010908533,0.023793887229365696
FR0000121972,0.15437783960475165
SE0014960373,0.006275237158430845
AU000000AMP6,0.004934753636496973
US98936J1016,0.030201539935011103
JP3046440008,0.0053893390351442885
JP3675600005,0.01061882479474122
SG1R89002252,0.004926057247437251
DE0008430026,0.06899487528018056
JP3774200004,0.013464102391254883
CH0466642201,0.007333067041481595
SG2D18969584,0.006353434970488409
JP3048180008,0.004749464592524683
US5132721045,0.02086494918381499
DE0006599905,0.03866522463786314
US98956P1021,0.06503623502939701
NZCENE0001S6,0.007329166597704768
JP3897700005,0.01872209924640984
CA12532H1047,0.034401113892761764
DE000A0D9PT0,0.022946219188526813
US4370761029,0.6170516640063519
AU000000BEN6,0.007068449557815466
US2567461080,0.047858426286532106
US0718131099,0.0775194934003215
US56585A1025,0.06412800478395364
FR0010208488,0.047077701243807904
US8334451098,0.020787302214576277
CA6330671034,0.04233671327242881
US0152711091,0.044711393549102925
JP3385890003,0.009769318811363628
US09857L1089,0.17882341847148955
GB00BYPHNG03,0.005935997895580229
ES0167050915,0.013754186584146507
GB00BBG9VN75,0.009284453201229852
US6792951054,0.057908851964991896
JP3762800005,0.021025692909657605
DE000KGX8881,0.012198860431051579
US0311001004,0.05497663948387276
US09073M1045,0.029231020103529622
CH0018294154,0.009859371115022091
US29472R1086,0.022397409270753725
US4581401001,0.4139600293503479
US9418481035,0.03296460211820058
FI0009005318,0.008098536573122126
US40434L1052,0.07790432298918268
IT0003242622,0.017689150448185666
KYG981491007,0.004948100596679851
JP3600200004,0.01038357059413814
JP3122400009,0.033559057101844904
CH0244767585,0.0942531737036753
HK0669013440,0.04841078726484243
US55087P1049,0.027225337180146348
DE000PAH0038,0.027446793436522832
DE000A1ML7J1,0.0592992934501545
BMG4593F1389,0.0069128161100647225
JP3792600003,0.004249938097212069
JE00BYSS4X48,0.033860802570968726
JP3358800005,0.01052308352695536
US9022521051,0.030336635612303257
CH0011075394,0.10767908703055054
IE00BFY8C754,0.03188040049078037
NL0013267909,0.038976603779378546
JP3215800008,0.0046876177516617665
US50540R4092,0.045851522992809764
JE00B8KF9B49,0.028752917120637753
US88339J1051,0.05420857394310342
NL0011872643,0.010506721672862398
CH0008038389,0.012877723498445317
JP3651210001,0.009963269506487427
JP3756600007,0.12100637450166993
SE0000112724,0.016645264667438386
NZCNUE0001S2,0.0038570002238001782
JP3801600002,0.007301931588662321
US1264081035,0.13646126570083628
GB00BDVZYZ77,0.01025762271729912
US4851703029,0.04700500212115816
US2473617023,0.05299386057347971
SE0000190126,0.011268183350252765
SE0006422390,0.008088748844594634
IE00B58JVZ52,0.03891338233985774
NL0000395903,0.04120719552541352
JP3566800003,0.05334693204258494
BMG475671050,0.06646559048862354
JP3047160001,0.007717245624173433
JP3419400001,0.013834081765905249
JP3637300009,0.01184602739235932
US0010551028,0.06245196369161754
IT0001250932,0.0055053912726608385
US3635761097,0.04936709805212608
DE000ZAL1111,0.031094691061801235
NL0011821392,0.012428041713090903
SE0000148884,0.035057408368770866
US2547091080,0.06187808609532504
CA3518581051,0.04597485624487256
JE00BJ1F3079,0.03263904449619519
JP3435000009,0.22270546264918406
IL0010824113,0.02306646431677658
US0495601058,0.023119985601683782
JP3224200000,0.0070737192380638915
JP3166000004,0.007217386966857359
DE000A0HN5C6,0.030843208803601665
US25809K1051,0.036761967461079695
FR0000121261,0.04393025709017209
ES0144580Y14,0.13474929937459657
GB00BKFB1C65,0.013587396563142999
JP3160670000,0.006738611409567269
DE0005140008,0.049090934081234834
US9553061055,0.0430055810379992
NL0009434992,0.047311326008717805
JP3110650003,0.011327637752579337
JE00BN574F90,0.00504766233649057
JE00B6T5S470,0.013600113607586969
CH0102993182,0.07876628166861403
US2521311074,0.06565165920376745
US12514G1085,0.04516057411663742
GB0000811801,0.018906950555508104
KYG8245V1023,0.025640244106591607
NO0003055501,0.007453359360178857
FO0000000179,0.0068256456028233685
DE0007100000,0.1272264338206954
LU1673108939,0.013033650113792926
US30303M1027,1.3839967378929143
JP3415400005,0.0038083333866333457
FI0009013296,0.044253947175904626
US4932671088,0.037630099880143056
US4781601046,0.7586842096107375
US3030751057,0.02261714107266519
US5926881054,0.05536498028610769
AU000000WBC1,0.11801991098457787
US29355A1079,0.02661293331773024
GB0002875804,0.13977338680071474
FR0010411983,0.009424408438453992
US86771W1053,0.0171430743031832
NZXROE0001S2,0.024574291736366716
AU000000VOC6,0.004375973438710254
US9113121068,0.25821139816068006
CA13645T1003,0.086812880826085
AU000000CWY3,0.007553134121399961
JP3151600008,0.006042223182286321
CA0636711016,0.10495277587370928
NO0005052605,0.014925417075929669
US98419M1009,0.03531941211400222
CH0010645932,0.058231881682772844
FR0000121709,0.009128491946367783
US0905722072,0.02459401607532095
US95040Q1040,0.05545091638424845
BE0003810273,0.005703134061302732
FR0000130395,0.007321813798084035
CA7800871021,0.23479755179536704
SG1S83002349,0.004849459076600537
US87612E1064,0.18375623757711704
AU000000MQG1,0.06790327811990027
AU000000BSL0,0.014026352275268378
NO0010582521,0.007382345514290591
JP3918000005,0.01674687511471952
NL0000009538,0.08740760138149149
JP3292200007,0.0039485060264123914
JP3511800009,0.008207486329089594
US44107P1049,0.02268481510348406
AU000000SGP0,0.014387266251097729
FR0010220475,0.026293806648381268
US30225T1025,0.03459534697260818
DE0007010803,0.007275243227511985
JP3344400001,0.005272993530951452
US8574771031,0.05250138298484814
US7185461040,0.06258725616314485
GB0007188757,0.15683674291673425
AU000000NEC4,0.005324148557070337
JP3254200003,0.005243727232851531
US0153511094,0.06537659320565246
HK0880043028,0.0049449158096246774
GB0031348658,0.068982598372723
US30212P3038,0.03725284424211812
JP3818000006,0.05837497960933221
SG1DH9000006,0.0036763917683579404
US9024941034,0.04043783516153836
CA67077M1086,0.05433195563206999
JP3173540000,0.005409683997945102
GB0006825383,0.024034250552827156
US81181C1045,0.03386875353006095
JP3551520004,0.013795822164895766
JP3758190007,0.02736962589041073
DK0060227585,0.01608926358847357
GB0006776081,0.015044928758634201
FR0000120628,0.09961269446114418
US0527691069,0.11366770921111068
US23804L1035,0.02877905449365171
US0846707026,0.667560032501303
US9100471096,0.030043510614151003
AU000000WOR2,0.004444329215877623
JP3316400005,0.0032948505241303474
US5529531015,0.03140416135632633
SG1T56930848,0.018243401066478968
JP3397060009,0.005812846417555192
KYG8187G1055,0.00880460937355996
GB00BDD85M81,0.007720796626656812
JP3258000003,0.027707506817243543
DK0060336014,0.025538575259680958
US8718291078,0.07642885296163074
AU000000NST8,0.015747561814212628
NO0003733800,0.013273590728382184
US09061G1013,0.025052759775661
AU000000STO6,0.01683943385079885
CA59162N1096,0.019693075465410173
JP3951600000,0.03203539379689189
US2644115055,0.030646029411266252
GB00BMJ6DW54,0.020310507333645884
NL0015435975,0.009090042156260986
JP3208200000,0.0045384628806029136
GB0008706128,0.07742913543671064
GB00B1FH8J72,0.01443150560862092
US46187W1071,0.03480388632301025
US5747951003,0.021001569383577837
US22160N1090,0.05963083721453307
GB00B2B0DG97,0.08961059403052346
US5745991068,0.029603206734343274
GB0031743007,0.020063814712117146
CH0012453913,0.017036742436916667
JP3142500002,0.01050126043501965
GB0005576813,0.011726300730096988
JP3756200006,0.004794112789144595
JP3397150008,0.008581828102355095
CA21037X1006,0.05376859848154734
US79466L3024,0.3733971294706021
US7134481081,0.35281675596567846
JP3429250008,0.005471590811984816
US49338L1035,0.04757591855571357
HK0016000132,0.041455217893012604
US46266C1053,0.07969407487266204
GB00B2PDGW16,0.005697517349081979
JP3732000009,0.06559377503312569
IT0000072618,0.08664730454251408
US92343V1044,0.4235184002860685
US61174X1090,0.06461887621978912
FR0000130650,0.0558588814918811
FR0010340141,0.006105788721714183
IE0004927939,0.023701732355313365
IE0033024807,0.00534165252136897
FI0009000459,0.007790518221945875
US5738741041,0.06348273792816678
DK0060079531,0.07793974716299097
JP3398000004,0.005685711162381484
US1273871087,0.0650914083753337
JP3174410005,0.01132412328165741
US9139031002,0.020430742718175667
US29364G1031,0.03875409714844293
JP3574200006,0.01340044249689308
NL0000235190,0.1186421179617817
JP3932000007,0.021777247814482464
IT0003856405,0.005610771099753599
ES0127797019,0.0061698353472734325
DK0060252690,0.01931404278375092
JP3595200001,0.010206716124126698
US2546871060,0.5976956809373619
GB00BH0P3Z91,0.11096181730939704
KYG1146Y1017,0.03383597918149303
US67020Y1001,0.026827825683853317
JP3893600001,0.06408444685644217
DE000EVNK013,0.011409979940116463
JP3047490002,0.0055803325602882085
JP3197800000,0.02770456117676552
JP3571800006,0.004883289235022294
US05352A1007,0.029182109973904833
US8832031012,0.02603825354767303
FR0010313833,0.014072181238194861
KYG211461085,0.0049828954444188
JP3218900003,0.011051512778997696
GB00B61TVQ02,0.006905757206797282
JP3835250006,0.00677528770297626
FR0000064578,0.008837931767422744
US98954M2008,0.0399463418264707
IT0001078911,0.007419187642121931
US70432V1026,0.0357836559575531
JP3762600009,0.029090851294143162
DE0007165631,0.023623137293103003
JP3765400001,0.004482576514852151
DE0005664809,0.00966615896004927
NL0011540547,0.010359267996984344
ES0130960018,0.008744989344675118
NZIFTE0003S3,0.006554460249437853
GB00BMVP7Y09,0.0266384743109429
SE0000108847,0.007169515870060232
US9029733048,0.14257144925646204
IE00BD1RP616,0.009275440090579632
GB0001859296,0.006615030584237189
US23331A1097,0.05928863738390897
AU000000ALL7,0.03056726411134602
GB00B0N8QD54,0.005667387739441851
US6951561090,0.024793394958147478
HK0011000095,0.025105714695647766
US2283681060,0.026200249079699076
PTEDP0AM0009,0.02767274600934502
JP3522200009,0.00645004510605206
US5324571083,0.2736545703554226
CA9628791027,0.032230950601026126
DE0008232125,0.006567696672698807
JP3588600001,0.005719530856307858
AU000000HVN7,0.004399176994434064
JP3399400005,0.007670447598031673
AU000000SCG8,0.01818149974191828
JP3322930003,0.011554742888767521
JP3251200006,0.007201950629966922
FR0000039299,0.007797109855452006
BE0003822393,0.006073190918988391
HK0345001611,0.0061649489955689874
ES0105066007,0.047723462899986704
LU0775917882,0.004719392844719914
US7607591002,0.03950563953742471
JP3870400003,0.00741335554970723
CH0016440353,0.011034591334827214
CA56501R1064,0.07325401835281273
CH0418792922,0.06986596551884341
US5801351017,0.3115215269784315
CH0435377954,0.011542887342572177
JP3596200000,0.015307549752745004
US58155Q1031,0.05334302673647645
US8425871071,0.1237788767973154
US7043261079,0.05573844461204044
AU000000NXT8,0.006803505672608287
SE0000108656,0.07169127079413659
JP3942600002,0.015953679929400947
HK0019000162,0.00705881356362414
JP3404600003,0.030166214900832832
JP3162770006,0.023989550736836302
HK0014000126,0.004035277910143206
JP3893200000,0.03706519997574201
GB00B1XZS820,0.0937419305226327
JP3300200007,0.010605916583519956
GB00B1VZ0M25,0.014615115466545243
GB00BH4HKS39,0.08829567142054866
CA7751092007,0.03031230720212625
US2193501051,0.0598179992730085
DE0005557508,0.10617769823134109
DE000PSM7770,0.007539488500965327
US90384S3031,0.032850523516584476
US78409V1044,0.16634652841566877
KYG9828G1082,0.013726375915765742
AU000000LYC6,0.006382542500933583
US7561091049,0.04572836833748315
US78410G1040,0.05897410011804943
JP3388450003,0.0032173643587661365
SG2C32962814,0.006278499951472981
US3802371076,0.025812827954925587
JP3862400003,0.022298314140265844
SE0000667891,0.04615057754076066
AU000000IAG3,0.015555921374440156
NL0012169213,0.01914472169578747
JP3546800008,0.04813648751448884
US9581021055,0.038059466052744476
DK0060542181,0.004979576156733188
CH1101098163,0.006889148345524694
JP3409000001,0.028069626383639457
AU000000CAR3,0.006310496004162862
ES0113860A34,0.006073469929141146
JP3116000005,0.037499498035971794
NL0012044747,0.0046425238215956855
AU000000QBE9,0.018677118635307324
GB00B1WY2338,0.015494745401121064
US0091581068,0.11291397498637176
US22052L1044,0.0643367844365256
JP3247010006,0.006248739775785015
US25746U1097,0.11544099520707077
US0268747849,0.07392517115755498
FR0000133308,0.04341403640982237
AU000000SEK6,0.014080078224179234
JP3162600005,0.06182211286498414
US25179M1036,0.02419718412576935
AU000000ANN9,0.006995249325536663
US29476L1070,0.04579375837317828
SE0000202624,0.012559763519049182
US42824C1099,0.03669817549986454
US44891N1090,0.03724555467624796
BMG2178K1009,0.008055766423302977
JP3571400005,0.12309534535838654
US0162551016,0.07669779708875261
FR0000130452,0.018276390260933854
US0090661010,0.027991212125649072
AU000000CHC0,0.008397895027513468
JP3870000001,0.004504955973832193
JP3633400001,0.33676086305900993
US7782961038,0.08266753835222275
AU000000ORA8,0.0037777287132846195
GB0007669376,0.01762314614013681
JP3802670004,0.00469387348166399
JP3397200001,0.03299826320079417
US9291601097,0.04183019583596104
GB0008220112,0.013892768048549433
NL0012015705,0.0207173779340091
FI0009003727,0.010699552197566511
AU000000Z1P6,0.005151629934177668
US1890541097,0.04073170693496542
JE00BJ1DLW90,0.005879669274446329
US1696561059,0.07388348693545913
NL0014332678,0.0054956948738461965
US2441991054,0.2064925394804229
JP3726800000,0.03666655681930785
US22788C1053,0.06952132707944414
DK0010244508,0.025285685502012167
GB00B71N6K86,0.009003192647255685
AU000000COH5,0.018831201131290026
GB0033986497,0.010555665713620389
NZEBOE0001S6,0.005050393424571499
SE0014684528,0.022785352816375223
JP3659000008,0.01870031444831469
US89832Q1094,0.14160205626435377
KYG5140J1013,0.007133777934387516
US48251W1045,0.057034033090398006
JP3401400001,0.014939928742136033
US09062X1037,0.07284862330602979
AT0000831706,0.007690873126877152
SE0011090018,0.007650577752756704
CH0012142631,0.008302113254206765
CH0012255151,0.015449553740248166
IE00BFRT3W74,0.021901019739893807
HK0388045442,0.12753784666814344
JP3539250005,0.007636926850210969
US45168D1046,0.08294010236170234
SG1CI9000006,0.005172389557590973
DE0007030009,0.007729944547874828
GB00B8C3BL03,0.017197128549197103
US40412C1018,0.09635858914419672
US1667641005,0.3513894315726246
NZMRPE0001S2,0.005697868967624077
US0997241064,0.02103816682818401
NL0000379121,0.01536251862920308
CH0319416936,0.005929610151687374
US2172041061,0.04803126311040608
DK0060636678,0.011982748309290506
US0995021062,0.020261838097874706
GB00B24CGK77,0.11427407999793217
IE00B8KQN827,0.10088990026632905
US7739031091,0.05436882430671622
JP3939000000,0.006636580270051913
JP3277150003,0.005125872233267927
GB00BYRJ5J14,0.004829953187013011
NL0011794037,0.0476121315555754
JP3649800004,0.007986411784973571
AU000000REH4,0.011192661012982824
US29786A1060,0.044387477297721176
LU2290522684,0.006722134694117543
JP3283650004,0.010069123285018217
JP3982800009,0.016247902227116293
JP3046400002,0.004505232775669829
KYG970081173,0.08385335261191086
JP3519400000,0.04474823838583684
FR0000121964,0.00958467151123598
AU000000SYD9,0.02151346493817082
JP3973400009,0.014024757891891065
SE0005127818,0.007383500296155713
US1773761002,0.027004741401822026
JP3220580009,0.0037455491091244217
NL0000009165,0.04701548716602251
US26875P1012,0.07608020491016187
AU000000MTS0,0.00467394303437257
AU000000REA9,0.010394014741927088
US2333311072,0.04799871145997767
JP3937200008,0.0103994590383771
US0258161092,0.17954236288831268
US0255371017,0.07798802969395184
US2944291051,0.04938112983508707
US4448591028,0.10161715838990242
US1720621010,0.030353519514861694
JP3326000001,0.004566239982980828
PTJMT0AE0001,0.007601786617447863
JP3547670004,0.006333929346749088
SE0000103699,0.046000002621947665
GB00B3MBS747,0.032155066925900096
SG1N31909426,0.004653906631917635
JP3982100004,0.003983091539663903
US92556H2067,0.041043032177620876
ES0113900J37,0.1140958478645171
US45337C1027,0.033117210152720886
GB00B39J2M42,0.015877876210588292
DE0006062144,0.021519800947247276
JP3582600007,0.00546642752850484
AU000000VCX7,0.009292216869543042
US9699041011,0.02316174758135424
FR0000120404,0.011526808665621729
GB0004161021,0.006610300196661795
JP3284600008,0.014194223587049044
JP3040880001,0.008538794584634189
US2371941053,0.03387064306937954
US0844231029,0.019995460454808406
US38141G1040,0.21232910673764874
JP3900000005,0.0177478454276162
CA8672241079,0.05641354246349991
PLPKO0000016,0.014541691619418264
US0970231058,0.234252510180412
US4278661081,0.042933205195239285
CH0008742519,0.024028028323830462
IE00BTN1Y115,0.31197606820963647
NO0010715139,0.00549695068093359
JP3236200006,0.1629670799417533
BE0003851681,0.006879640490438617
US1912161007,0.37220892626016344
GB00BD6GN030,0.006019035913965031
US7496851038,0.0218270727604596
GB0007908733,0.03701014263281109
JP3386030005,0.013416654810002739
DE0006048432,0.0348479757516538
PLPKN0000018,0.009667899909374025
US24906P1093,0.026131324301652072
AU000000ILU1,0.004214257909168843
JP3475350009,0.08210004214156792
JP3246500007,0.0030292541893753135
US02209S1033,0.15715637862573667
JP3336600006,0.00456084695259393
GB00BZ09BD16,0.055607936581223115
US92343E1029,0.03929524694465748
NO0010063308,0.019739485261318742
SE0010100958,0.007590246648111481
FR0010307819,0.044331146977569146
AT0000A18XM4,0.008292439234863315
US8793691069,0.034853612392818596
US3755581036,0.14090173423195598
JP3280200001,0.006245687570114221
US69608A1088,0.05566537306590687
JP3629000005,0.010556021141375965
US6819191064,0.031317998581240465
US1255231003,0.15931926002374003
GB0006928617,0.00912502462058746
US49456B1017,0.0606860627893806
DE000BASF111,0.12609456550215062
US8636671013,0.15577001038771401
NL0011821202,0.08485830968243513
ES0130670112,0.014162590317517373
US00130H1059,0.03277089415277562
CH0025238863,0.02916010204872953
IE00BDB6Q211,0.0591057418159803
US7010941042,0.07158923205777348
JP3535800001,0.0045273031387098196
JP3869920003,0.0036436471440016677
FR0010613471,0.016396595369336305
GB00BJFFLV09,0.02318741290794032
US91913Y1001,0.0534144669165926
JP3497400006,0.022192949379222556
JP3695200000,0.010393994970243353
HK0000093390,0.009341249328948259
JP3499800005,0.008429983636123519
SE0000825820,0.01039396587129499
AU000000EVN4,0.01018797544644755
CH0432492467,0.06538115694297991
DE0005089031,0.007266944260487611
JP3749400002,0.025117527125471443
JP3422950000,0.06224252375520523
AU000000QUB5,0.006764567237823536
NL0010832176,0.025047699417593158
SE0006370730,0.008311068107923784
US0200021014,0.06827591239719409
FR0010242511,0.012548939644337545
US74736K1016,0.038011906958457006
JP3436120004,0.012188293332049757
US29362U1043,0.026909022694826618
US5128071082,0.15825008590990305
NZMFTE0001S9,0.007800877552579278
US02005N1000,0.034065003946298904
DE0005785604,0.034403620313062606
US2786421030,0.0681097819573808
US30063P1057,0.03947115697782415
US20825C1045,0.12269453874619721
FR0000120578,0.2037441618347617
US9182041080,0.05627146475802053
US69370C1009,0.02464179338499643
GB0000456144,0.017404355427500642
AU000000TAH8,0.014191113796421984
GB00B019KW72,0.009963447686761401
US43300A2033,0.06323742012239993
US9224751084,0.06822372737267651
JP3388200002,0.04213396284065978
JP3701000006,0.0036947097696985887
NO0010716418,0.006360113471829226
US1491231015,0.21947296358635404
GB00BDSFG982,0.005445750084551612
JP3783420007,0.008274393113514994
SG1F60858221,0.007698350907710307
SG1AF6000009,0.004560450964833455
US2910111044,0.0958431148386027
FR0004125920,0.00932691170174873
FR0013451333,0.009715789924691172
JP3347200002,0.027281916495987
NL0011585146,0.04426585813564212
US0533321024,0.05906429039259968
AU000000ORG5,0.00943568235684337
HK0000179108,0.004023192635438534
US5404241086,0.02324361491102996
SG1V61937297,0.008829258596551709
FR0000120685,0.007725089905244326
GB00BK9RKT01,0.00831914788357744
KYG6145U1094,0.005092247568953538
US6934751057,0.14027708272454703
JP3431900004,0.0069343659331765305
US7547301090,0.02871362905859384
FR0000127771,0.05138681725650903
US00287Y1091,0.34862048837530274
BMG0450A1053,0.028554708732747625
JP3762900003,0.0055894485799801216
JP3942800008,0.013949595019985904
US3032501047,0.02697646421940362
DE000LEG1110,0.017071155779848926
US75886F1075,0.08936304665961235
US76680R2067,0.04480867141144984
US0357104092,0.022484267123925362
JP3046190009,0.0038750002763345
JP3830800003,0.04517111742855032
JP3935600001,0.005080530185941859
JP3605400005,0.007846653425651343
CA5592224011,0.045555656864165156
NL0012866412,0.00997207578321276
FR0000052292,0.07507261147734665
US75513E1010,0.22388609392584435
JP3500610005,0.016752680579955437
DK0060448595,0.03356360804286066
US98978V1035,0.145642495859883
US9256521090,0.030128872375280332
JP3853000002,0.004900478652234821
US55261F1049,0.03583056688043177
JP3569200003,0.005954591293304977
CH0225173167,0.005689263324579746
SE0015949748,0.00650176532775319
IT0003153415,0.020260122949331324
JE00B4T3BW64,0.07733583274636904
JP3880800002,0.010468105986895564
JP3942400007,0.04948565331161671
JP3381000003,0.0293631932356545
GB0002374006,0.18294921284065685
US64110D1046,0.029550790938253448
JP3658800002,0.003628391651462579
HK0008011667,0.004006338547535346
US5178341070,0.035951222703818286
US98980L1017,0.1150595195716792
JP3814000000,0.045897177006348995
US45784P1012,0.03447804758367227
BE0003593044,0.007058292554811637
LU0156801721,0.008559882541251033
US5500211090,0.06833596338199215
SE0012853455,0.03641266004619577
SE0000103814,0.010993363810667355
US74251V1026,0.031073669022811782
